variant,image,family
Cessna 525,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0050/000015.jpg,Cessna Citation
Cessna 525,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0050/000024.jpg,Cessna Citation
Cessna 525,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0050/000001.jpg,Cessna Citation
Cessna 525,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0050/000016.jpg,Cessna Citation
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000004.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000029.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000031.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000005.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000013.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000009.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000007.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000015.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000030.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000016.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000021.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000008.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000002.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000032.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000025.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000022.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000026.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000018.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000023.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000001.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000028.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000020.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000003.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000019.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000027.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000006.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000012.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000033.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000017.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000024.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000010.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000011.jpg,CRJ-200
CRJ-200,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0045/000014.jpg,CRJ-200
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000016.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000015.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000022.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000032.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000004.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000028.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000030.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000029.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000019.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000010.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000021.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000020.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000006.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000033.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000011.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000005.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000008.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000025.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000031.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000034.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000013.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000014.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000002.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000024.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000009.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000027.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000018.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000001.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000017.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000007.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000023.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000003.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000012.jpg,C-130
C-130,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0043/000026.jpg,C-130
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000018.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000021.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000023.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000025.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000027.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000022.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000026.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000003.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000002.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000007.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000012.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000001.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000024.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000008.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000005.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000028.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000015.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000009.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000031.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000006.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000020.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000013.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000011.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000016.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000032.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000019.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000030.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000017.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000014.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000033.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000010.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000004.jpg,CRJ-700
CRJ-900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0047/000029.jpg,CRJ-700
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000019.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000024.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000026.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000001.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000033.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000018.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000025.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000027.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000010.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000003.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000017.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000007.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000009.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000031.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000004.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000008.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000022.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000015.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000029.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000032.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000016.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000023.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000014.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000013.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000012.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000028.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000011.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000005.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000021.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000002.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000020.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000030.jpg,Boeing 717
Boeing 717,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0042/000006.jpg,Boeing 717
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000026.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000027.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000011.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000009.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000021.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000032.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000010.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000030.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000008.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000003.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000029.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000022.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000007.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000033.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000031.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000018.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000004.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000016.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000006.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000023.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000015.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000025.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000028.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000001.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000002.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000019.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000024.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000014.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000013.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000005.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000012.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000017.jpg,Beechcraft 1900
Beechcraft 1900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0041/000020.jpg,Beechcraft 1900
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000027.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000001.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000007.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000010.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000028.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000008.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000004.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000003.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000026.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000023.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000030.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000031.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000021.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000002.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000025.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000022.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000029.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000033.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000015.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000006.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000016.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000009.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000011.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000019.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000032.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000024.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000017.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000013.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000005.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000012.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000020.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000018.jpg,BAE 146
BAE 146-300,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0039/000014.jpg,BAE 146
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000016.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000018.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000012.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000007.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000027.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000005.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000015.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000020.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000008.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000003.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000019.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000028.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000029.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000026.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000002.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000001.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000013.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000010.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000023.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000031.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000021.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000025.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000009.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000033.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000030.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000011.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000006.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000032.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000017.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000024.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000014.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000022.jpg,BAE-125
BAE-125,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0040/000004.jpg,BAE-125
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000003.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000025.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000033.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000019.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000032.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000026.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000030.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000028.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000010.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000008.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000007.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000022.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000016.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000004.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000015.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000027.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000029.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000012.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000013.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000001.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000020.jpg,A340
A340-600,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0033/000009.jpg,A340
